coin,ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
SOL,2.94,53.8,0.65,2,2.97,1
SOL,3.923,57.6,23.56,56,2.97,3
SOL,2.697,69.7,6.32,5,2.97,3
SOL,2.986,69.7,2.49,3,2.97,3
SOL,4.094,67.6,7.31,62,2.97,3
SOL,3.256,58.9,5.05,39,2.97,3
SOL,0.156,37.2,0.0,1,2.97,1
SOL,0.118,37.2,49.07,299,2.97,3
SOL,0.046,51.5,1.69,3,2.97,2
SOL,0.043,51.5,0.48,2,2.97,1
SOL,0.208,51.5,13.73,28,2.97,3
SOL,0.421,56.0,9.24,37,2.97,3
SOL,0.55,51.6,2.98,9,2.97,3
SOL,0.511,54.5,1.61,6,2.97,2
SOL,0.55,54.5,21.17,45,2.97,3
SOL,0.438,54.1,1.54,5,2.97,2
SOL,0.384,54.1,2.12,2,2.97,2
SOL,0.326,54.1,2.57,18,2.97,3
SOL,0.28,48.4,51.32,470,2.97,3
SOL,7.631,66.8,12.19,468,2.97,3
SOL,1.407,52.4,3.71,37,2.97,3
SOL,1.047,51.8,0.04,2,2.97,1
SOL,1.388,51.8,1.26,55,2.97,1
SOL,1.585,52.1,8.62,171,2.97,3
SOL,1.366,60.8,0.34,10,2.97,1
SOL,1.857,60.8,1.51,21,2.97,2
SOL,1.465,60.2,1.38,21,2.97,1
SOL,1.894,55.7,3.88,82,2.97,3
SOL,2.378,68.3,1.41,23,2.97,1
SOL,1.583,50.0,6.03,96,2.97,3
SOL,1.715,70.1,0.0,1,2.97,1
SOL,2.878,70.1,1.85,18,2.97,2
SOL,3.009,62.4,4.66,38,2.97,3
SOL,1.661,52.2,3.11,19,2.97,3
SOL,1.856,52.2,0.0,1,2.97,1
SOL,2.399,52.2,4.08,36,2.97,3
SOL,2.432,56.2,5.87,14,2.97,3
SOL,2.379,56.9,29.62,1045,2.97,3
SOL,2.024,68.0,0.0,1,2.97,1
SOL,2.747,68.0,2.03,5,2.97,2
SOL,2.408,62.6,1.37,4,2.97,2
SOL,2.911,62.6,0.0,1,2.97,1
